hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,244,2016,June,23,4,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,5.0,,69,Transient,65.99406872405815,0,0,Canceled,2025-01-03
City Hotel,1,253,2016,September,37,9,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,32,Transient,112.36710519380259,0,0,Canceled,2025-07-24
Resort Hotel,1,453,2016,October,42,12,0,4,2,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,,223.0,0,Transient-Party,55.312402367549765,0,0,Canceled,2025-02-04
City Hotel,0,31,2016,April,17,21,2,5,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,118.98615421268312,0,1,Check-Out,2025-06-20
City Hotel,0,63,2016,December,50,5,1,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,67.45820643378414,0,1,Check-Out,2025-07-02
City Hotel,1,161,2017,April,17,23,2,2,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,98.7479480511086,0,2,Canceled,2025-03-02
City Hotel,1,54,2016,June,24,8,0,1,2,0.0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,A,A,0,No Deposit,191.0,,0,Transient-Party,146.56935199373632,0,0,Canceled,2025-06-24
Resort Hotel,0,4,2016,May,22,28,0,1,1,0.0,0,HB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,408.0,0,Transient,73.81894668743024,0,0,Check-Out,2025-02-13
Resort Hotel,0,59,2015,July,31,27,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,106.97029575912296,0,1,Check-Out,2024-11-27
City Hotel,0,201,2016,August,34,20,1,1,2,0.0,0,HB,ITA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,103.14871780609181,0,0,Check-Out,2025-08-23
City Hotel,1,76,2017,April,15,9,2,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,104.43442698856344,0,0,Canceled,2025-08-01
Resort Hotel,1,107,2016,April,18,29,2,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,72.86526096241687,0,0,Canceled,2025-06-05
City Hotel,0,12,2017,April,16,20,0,3,1,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9.0,,0,Transient,151.77434658283542,0,2,Check-Out,2025-09-01
City Hotel,1,357,2015,August,35,27,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,65.50586489562096,0,0,Canceled,2025-09-04
Resort Hotel,0,0,2016,October,44,26,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,65.691656930767,1,1,Check-Out,2024-11-08
Resort Hotel,1,81,2016,June,25,17,0,2,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,194.67233999437775,0,0,Canceled,2025-07-11
Resort Hotel,0,0,2016,December,52,20,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,291.0,0,Transient,30.43859532808608,1,0,Check-Out,2025-08-05
City Hotel,0,141,2017,February,8,25,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30.0,,0,Transient-Party,83.92256952715309,0,0,Check-Out,2024-09-16
Resort Hotel,1,127,2016,June,26,25,3,6,2,1.0,1,FB,PRT,Direct,Direct,0,0,0,C,C,4,No Deposit,,,0,Transient,230.51516242510868,0,0,Canceled,2025-06-02
City Hotel,1,60,2017,February,7,14,0,2,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,78.12162170245799,0,1,Canceled,2025-06-01
City Hotel,0,99,2015,November,48,23,1,2,2,0.0,0,BB,IND,Groups,TA/TO,0,0,0,A,A,1,No Deposit,37.0,,0,Transient-Party,77.56014622159636,0,1,Check-Out,2025-07-23
City Hotel,1,9,2016,December,52,20,0,4,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.14587059987018,0,1,Canceled,2025-01-28
Resort Hotel,1,3,2016,April,18,26,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,70.52727072940965,0,0,Canceled,2024-12-22
City Hotel,0,32,2016,March,12,16,0,3,1,0.0,0,BB,NLD,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,72.74379355169404,0,0,Check-Out,2024-10-28
Resort Hotel,0,47,2015,October,43,21,0,4,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,115.0,,0,Contract,85.34828231629078,0,0,Check-Out,2024-11-02
City Hotel,0,10,2016,March,12,16,0,3,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,B,B,1,No Deposit,138.0,,0,Transient-Party,31.870246276312866,0,0,Check-Out,2025-04-30
Resort Hotel,0,92,2015,July,30,20,2,5,2,0.0,1,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,148.45760815706032,0,3,Check-Out,2024-10-24
Resort Hotel,0,2,2016,September,38,17,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,170.26519180247436,1,1,Check-Out,2025-05-19
City Hotel,0,248,2015,July,29,17,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,129.0510518965279,0,0,Check-Out,2025-01-20
Resort Hotel,0,5,2016,August,36,29,1,1,3,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,H,I,0,No Deposit,240.0,,0,Transient,252.7643189008908,1,1,Check-Out,2024-12-04
City Hotel,0,28,2017,May,18,6,1,1,2,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,D,D,0,No Deposit,,450.0,0,Transient,124.6238441250318,0,0,Check-Out,2025-03-09
City Hotel,1,346,2015,September,39,24,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,59.27925912707395,0,0,Canceled,2024-10-09
City Hotel,1,169,2016,May,20,8,2,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,3.0,,0,Transient,131.55387329894515,0,0,Canceled,2024-12-26
City Hotel,0,13,2016,July,29,10,2,1,2,0.0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,150.4033600994787,0,1,Check-Out,2025-07-21
Resort Hotel,1,79,2017,February,7,17,1,2,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,498.0,0,Transient-Party,43.16603873489477,0,0,Canceled,2025-02-22
City Hotel,1,359,2016,July,28,7,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,57.51600774707059,0,0,Canceled,2024-11-08
City Hotel,0,3,2015,August,33,14,1,2,2,2.0,0,SC,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Contract,163.9404928925974,1,3,Check-Out,2025-07-10
Resort Hotel,1,191,2017,July,27,6,2,3,2,0.0,0,HB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,183.00124836473083,0,1,Canceled,2024-10-20
City Hotel,0,53,2015,November,46,13,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Group,53.80624271497234,0,0,Check-Out,2024-11-15
Resort Hotel,1,83,2017,August,35,28,1,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,206.90963307387597,0,2,Canceled,2025-03-07
City Hotel,0,7,2016,December,50,7,0,1,1,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,8.0,,0,Transient,132.3901084127452,0,1,Check-Out,2024-10-25
City Hotel,1,53,2016,June,24,8,0,1,2,0.0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,A,A,0,No Deposit,191.0,,0,Transient-Party,118.21893592221573,0,0,Canceled,2025-05-14
Resort Hotel,1,29,2017,April,15,13,0,2,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,242.0,,0,Transient,196.52806613624446,0,1,Canceled,2025-05-22
City Hotel,0,31,2017,March,12,21,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,B,A,1,No Deposit,14.0,,0,Transient,86.22566338992806,0,0,Check-Out,2025-08-07
City Hotel,0,298,2016,September,38,17,2,1,1,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,177.0,,25,Transient-Party,0.0,0,0,Check-Out,2024-09-25
City Hotel,1,48,2017,April,16,19,0,1,2,1.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,120.32809813553585,0,0,Canceled,2024-10-21
Resort Hotel,1,125,2016,July,32,31,2,0,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,280.64214976283677,0,0,Canceled,2025-08-07
Resort Hotel,0,12,2016,August,34,17,2,4,2,0.0,1,HB,ESP,Direct,Direct,0,0,0,A,A,1,No Deposit,250.0,,0,Transient,274.3652442033344,1,1,Check-Out,2024-12-25
Resort Hotel,1,11,2016,August,34,19,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,199.3808969162643,0,1,Canceled,2025-08-25
City Hotel,1,42,2016,September,36,2,1,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,146.49090224226774,0,1,Canceled,2025-04-09
City Hotel,0,243,2016,September,37,6,0,5,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,44.0,,0,Transient-Party,152.72227742757337,0,1,Check-Out,2025-03-26
City Hotel,1,36,2017,March,11,12,2,2,2,0.0,0,SC,MAC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,83.58932952430382,0,1,Canceled,2025-03-17
City Hotel,0,58,2017,February,9,27,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,A,1,No Deposit,9.0,,0,Transient,111.03715924451056,0,2,Check-Out,2024-11-10
City Hotel,0,0,2016,June,25,17,0,1,1,0.0,0,HB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,93.59368641784738,0,0,Check-Out,2025-05-28
City Hotel,0,4,2016,June,23,1,0,4,1,0.0,0,BB,CHL,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,131.54304253409953,0,0,Check-Out,2025-03-05
Resort Hotel,0,50,2015,October,44,31,2,5,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,57.928095161378444,0,1,Check-Out,2025-08-27
Resort Hotel,0,41,2016,December,53,25,2,0,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,C,2,No Deposit,240.0,,0,Transient,66.15794982163855,0,2,Check-Out,2024-10-31
City Hotel,1,74,2016,August,32,5,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,125.39357126317928,0,0,Canceled,2024-12-20
City Hotel,0,198,2016,May,21,19,0,3,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,65.2463848616085,0,0,Check-Out,2025-08-17
City Hotel,0,15,2015,October,41,8,0,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,K,0,No Deposit,7.0,,0,Transient,0.0,0,1,Check-Out,2024-11-11
City Hotel,0,21,2015,December,53,28,1,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,90.01029450901535,0,2,Check-Out,2025-02-18
City Hotel,0,50,2016,August,36,30,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,86.83049535030844,0,2,Check-Out,2025-05-14
City Hotel,0,31,2016,November,49,30,2,4,2,0.0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,68.81543747770513,0,2,Check-Out,2024-10-29
Resort Hotel,0,161,2016,November,45,5,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,28.75186688406682,0,0,Check-Out,2024-10-14
Resort Hotel,0,104,2016,April,15,9,2,4,2,0.0,1,BB,FRA,Online TA,TA/TO,0,0,0,A,C,2,No Deposit,242.0,,0,Transient,53.68893512718329,0,2,Check-Out,2024-10-22
City Hotel,0,3,2016,March,14,31,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,8.0,,0,Transient,119.9533878380395,0,1,Check-Out,2024-12-14
Resort Hotel,0,161,2017,March,13,30,1,3,3,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240.0,,0,Transient,99.485148060646,1,4,Check-Out,2025-05-30
Resort Hotel,0,374,2016,September,39,21,0,4,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,96.0,,0,Transient-Party,71.51595610876804,0,1,Check-Out,2024-10-02
City Hotel,1,9,2017,May,22,31,0,2,3,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,172.5274518782296,0,2,Canceled,2025-06-27
City Hotel,0,0,2017,January,2,9,1,3,2,0.0,0,BB,TUR,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,56.20522769882104,0,2,Check-Out,2025-03-28
City Hotel,1,52,2017,March,10,9,1,3,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,74.68493522716375,0,0,Canceled,2025-07-07
City Hotel,0,11,2016,December,50,5,1,0,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,82.09512431785485,0,0,Check-Out,2024-11-23
Resort Hotel,0,1,2017,April,17,28,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,330.0,,0,Transient-Party,53.203553664194324,0,1,Check-Out,2025-04-05
City Hotel,0,1,2016,February,9,24,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,71.09904337106073,0,0,Check-Out,2025-01-24
Resort Hotel,0,4,2016,January,4,17,2,4,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,314.0,,0,Transient,70.07820357097191,1,1,Check-Out,2025-03-19
City Hotel,0,7,2016,November,47,14,1,1,1,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,105.66563471898775,0,1,Check-Out,2025-02-02
City Hotel,0,0,2016,January,3,14,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,78.11081823707471,0,0,Check-Out,2025-06-27
City Hotel,1,237,2016,July,30,22,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,95.86141800907863,0,0,Canceled,2025-06-11
Resort Hotel,0,0,2016,November,47,16,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,184.0,,0,Transient,50.87935979881998,1,0,Check-Out,2025-04-30
City Hotel,0,8,2016,March,11,8,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,99.15151786299649,0,1,Check-Out,2025-07-17
Resort Hotel,0,7,2017,May,19,12,1,2,2,0.0,0,BB,RUS,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,128.00912986829348,1,2,Check-Out,2025-02-26
Resort Hotel,0,33,2016,May,21,17,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,7,No Deposit,240.0,,0,Transient,143.82350593782598,0,1,Check-Out,2025-05-13
City Hotel,1,192,2016,April,18,28,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,19.0,,46,Transient,0.0,0,0,Canceled,2025-03-19
City Hotel,0,159,2017,July,29,16,1,0,1,0.0,0,SC,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,67.6477240717893,0,1,Check-Out,2025-03-07
Resort Hotel,0,4,2017,March,10,8,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,10,A,D,0,No Deposit,,154.0,0,Transient,36.010637187518064,0,0,Check-Out,2025-04-23
Resort Hotel,0,2,2016,April,18,30,1,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,6.0,,0,Transient,81.60827312590598,2,0,Check-Out,2024-12-06
City Hotel,0,50,2016,February,9,23,0,5,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,72.22563862443701,0,1,Check-Out,2025-03-26
Resort Hotel,1,200,2016,May,21,16,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298.0,,0,Transient-Party,84.54033479512489,0,0,Canceled,2025-01-12
City Hotel,1,338,2016,November,45,3,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21.0,,0,Transient,91.55424979010344,0,0,Canceled,2024-10-08
City Hotel,1,211,2017,April,15,15,1,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,85.78466159574674,0,0,Canceled,2024-12-28
City Hotel,1,67,2016,March,13,26,2,1,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,117.13161658404599,0,1,Canceled,2025-04-29
City Hotel,1,63,2016,June,25,14,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236.0,,0,Transient,114.9993244584054,0,0,Canceled,2024-12-17
Resort Hotel,0,12,2016,June,26,20,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,1,0,1,A,A,0,No Deposit,240.0,,0,Transient-Party,78.91019699676625,0,1,Check-Out,2025-09-01
Resort Hotel,0,0,2015,November,46,14,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,39.77427584494801,0,1,Check-Out,2024-10-08
Resort Hotel,1,173,2016,October,44,28,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,314.0,,0,Transient,42.50995476163548,0,0,Canceled,2025-05-18
City Hotel,1,288,2016,April,15,7,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,64.29049054819623,0,0,Canceled,2025-07-02
City Hotel,1,201,2015,July,28,10,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,7.0,,0,Transient,71.5372094327348,0,0,Canceled,2024-10-18
City Hotel,0,3,2016,November,47,13,2,0,1,0.0,0,BB,GBR,Corporate,Corporate,0,0,0,A,A,0,No Deposit,370.0,,0,Transient,65.33666086110611,0,1,Check-Out,2024-09-23
Resort Hotel,0,5,2016,October,44,27,0,1,3,0.0,0,HB,AUT,Direct,Direct,0,0,0,E,E,2,No Deposit,250.0,,0,Transient,182.83796869970195,1,0,Check-Out,2025-08-24
Resort Hotel,1,17,2017,March,13,30,2,6,1,0.0,0,Undefined,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,93.25883371237728,0,0,Canceled,2024-12-24
City Hotel,0,67,2017,July,30,27,2,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,143.10581540942616,0,2,Check-Out,2024-11-03
City Hotel,0,10,2016,November,47,16,0,4,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,104.14723124386333,0,2,Check-Out,2024-12-25
Resort Hotel,1,173,2016,April,18,28,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,257.0,,0,Transient,78.47249363113951,0,0,Canceled,2024-11-26
Resort Hotel,1,277,2017,August,33,14,1,3,3,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,262.2225950578093,0,0,Canceled,2024-11-06
City Hotel,0,13,2016,March,11,8,0,3,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,D,D,2,No Deposit,,209.0,0,Transient-Party,73.68368138293536,0,0,Check-Out,2025-03-11
Resort Hotel,0,13,2016,October,44,28,2,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,47.815440057692264,1,0,Check-Out,2024-12-10
Resort Hotel,0,74,2017,January,2,14,0,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,40.63178836687111,0,1,Check-Out,2025-01-26
City Hotel,1,186,2016,July,28,6,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,,0,Transient,105.33021951963771,0,1,Canceled,2024-12-30
City Hotel,0,17,2015,October,41,6,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,82.0,,0,Transient-Party,110.63563694771159,0,0,Check-Out,2025-01-11
City Hotel,0,50,2015,December,49,5,2,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,61.73639364776722,0,0,Check-Out,2024-10-06
City Hotel,0,36,2016,March,14,29,0,2,2,0.0,0,BB,LUX,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,173.0,,0,Transient-Party,77.11861560038764,0,1,Check-Out,2024-10-01
Resort Hotel,0,2,2017,January,3,15,2,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,G,0,No Deposit,240.0,,0,Transient,62.69547247034358,0,0,Check-Out,2024-11-28
Resort Hotel,0,285,2017,June,23,6,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,,0,Transient,85.41687509487114,0,1,Check-Out,2025-08-16
City Hotel,1,136,2016,October,40,1,2,1,1,0.0,0,BB,BEL,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,143.06013890121974,0,0,Canceled,2025-08-04
City Hotel,0,2,2016,May,21,15,2,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,0,Transient-Party,71.0470692197901,0,1,Check-Out,2025-07-01
Resort Hotel,1,104,2016,May,22,25,0,4,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,314.0,,0,Transient,86.06718242908045,0,0,Canceled,2025-04-06
City Hotel,0,23,2015,October,41,4,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,7.0,,0,Transient,79.6188223258434,0,1,Check-Out,2024-11-24
City Hotel,0,257,2016,August,34,18,0,3,2,0.0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient-Party,87.83565322831721,0,1,Check-Out,2025-01-09
City Hotel,1,32,2016,February,6,5,1,2,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,70.44627515890208,0,0,Canceled,2025-08-27
City Hotel,0,32,2017,April,15,11,0,2,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,238.85604246583327,0,3,Check-Out,2025-08-22
City Hotel,0,118,2017,February,8,25,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30.0,,0,Transient-Party,77.18406279527603,0,0,Check-Out,2024-10-26
City Hotel,0,78,2016,December,51,15,0,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,57.539002657954676,0,0,Check-Out,2024-11-13
Resort Hotel,1,0,2016,April,18,30,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,74.3535480376621,0,0,Canceled,2025-01-30
City Hotel,1,48,2016,February,8,17,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,44.0,,3,Transient,68.56354254901784,0,0,Canceled,2025-08-06
City Hotel,1,22,2016,July,29,11,1,4,1,0.0,0,SC,AZE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,154.7540800808348,0,0,Canceled,2024-10-10
Resort Hotel,0,2,2017,March,11,18,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,72.81389239884619,0,1,Check-Out,2025-01-28
Resort Hotel,0,0,2017,March,11,17,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,85.26719538251929,0,1,Check-Out,2025-01-14
Resort Hotel,0,0,2016,March,10,2,0,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,41.66603200382205,0,0,Check-Out,2025-06-04
City Hotel,0,27,2015,August,32,3,1,3,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,70.53465612603543,0,0,Check-Out,2024-12-21
Resort Hotel,0,10,2016,March,14,27,2,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,55.74075182329649,1,0,Check-Out,2025-06-25
City Hotel,1,161,2015,July,30,23,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,,0,Transient-Party,80.89700388263444,0,2,Canceled,2024-10-06
City Hotel,1,398,2015,October,42,16,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6.0,,0,Transient-Party,96.61182249332644,0,0,Canceled,2025-03-19
